Event Label	Cruise	CTDType	Station	CTDrosette_filename	DateTime	Latitude	Longitude	bottle	Pressure_Digiquartz	Depth 	Temperature	Conductivity	Salinity	Potential_Temperature	Density	"Oxygen, factory"	"Oxygen, adjusted"	"Nitrates, adjusted"	Chloro factory 	Chloro HPLC adjusted 	"Angular scattering coef, at 117°, 470 nm, factory "	"Part backscattering coef, 470 nm, factory "	"Angular scattering coef, at 117°, 470 nm, adj in situ dark"	"Part backscattering coef, 470 nm, adj in situ dark "	"bbp470, adj in situ dark "	"Fcdom, factory "	"beam attenuation coef, 660 nm, factory "	"beam attenuation coef, 660 nm, adjusted deep zero "	Chlorophyll c3	Chlorophyll c1+c2	Sum Chlorophyllid a 	Peridinin 	Sum Phaeophorbid a	19'-Butanoyloxyfucoxanthin 	Fucoxanthin	Neoxanthin 	Prasinoxanthin	Violaxanthin 	19'-Hexanoyloxyfucoxanthin	Diadinoxanthin 	Alloxanthin 	Diatoxanthin 	Zeaxanthin 	Lutein 	Bacteriochlorophyll a	Divinyl Chlorophyll b	Chlorophyll b	Total Chlorophyll b	Divinyl Chlorophyll a	Chlorophyll a	Total Chlorophyll a	Sum Phaeophytin a	Sum a-carotene + b-carotene	NO2	PO4	N02NO3	SI	NO2_tag	PO4_tag	N02NO3_tag	SI_tag	LPM (0.06-0.53mm)	LPM (0.53-1.06mm)	LPM (1.06-2.66mm)	LPM (0.06-2.66mm)	LPM biovolume (0.06-0.53mm)	LPM biovolume (0.53-1.06mm)	LPM biovolume (1.06-2.66mm)	LPM biovolume (0.06-2.66mm)	LPM (0.06-0.07mm)	LPM (0.09-0.11mm)	LPM (0.14-0.17mm)	LPM (0.17-0.21mm)	LPM (0.21-0.27mm)	LPM (0.27-0.34mm)	LPM (0.34-0.42mm)	LPM (0.42-0.53mm)	LPM (0.53-0.67mm)	LPM (0.67-0.84mm)	LPM (0.84-1.06mm)	LPM (1.06-1.33mm)	LPM (1.33-1.68mm)	LPM (1.68-2.11mm)	LPM (2.11-2.66mm)	LPM (2.66-3.35mm)	LPM (3.35-4.22mm)	LPM (4.22-5.32mm)	LPM (5.32-6.7mm)	LPM (6.7-8.44mm)	LPM (8.44-10.64mm)	LPM (10.64-13.4mm)	LPM (13.4-16.88mm)	LPM (16.88-21.27mm)	LPM (21.27-26.79mm)	LPM biovolume (0.06-0.07mm)	LPM biovolume (0.09-0.11mm)	LPM biovolume (0.14-0.17mm)	LPM biovolume (0.17-0.21mm)	LPM biovolume (0.21-0.27mm)	LPM biovolume (0.27-0.34mm)	LPM biovolume (0.34-0.42mm)	LPM biovolume (0.42-0.53mm)	LPM biovolume (0.53-0.67mm)	LPM biovolume (0.67-0.84mm)	LPM biovolume (0.84-1.06mm)	LPM biovolume (1.06-1.33mm)	LPM biovolume (1.33-1.68mm)	LPM biovolume (1.68-2.11mm)	LPM biovolume (2.11-2.66mm)	LPM biovolume (2.66-3.35mm)	LPM biovolume (3.35-4.22mm)	LPM biovolume (4.22-5.32mm)	LPM biovolume (5.32-6.7mm)	LPM biovolume (6.7-8.44mm)	LPM biovolume (8.44-10.64mm)	LPM biovolume (10.64-13.4mm)	LPM biovolume (13.4-16.88mm)	LPM biovolume (16.88-21.27mm)	LPM biovolume (21.27-26.79mm)
TARA_20100416T0444Z_047_EVENT_CAST	Tara_oceans	sbe9_rosette	47	tara_sbe_9C_100416_01	4/16/10 4:43	-2.0465	72.1568	8	45	43.764	28.4678	57.309869	35.3953	28.4573	22.5412	191.919	191.919	-0.203238	0.066	0.197431	0.000405	0.000166	0.000113	-0.000126	0.001149	1.435	0.014706	0.027364	0.0059	0.0108	0	0.0027	0	0.0046	0.0019	0	0	0	0.0199	0.0023	0	0	0.0753	0	6.00E-04	0	0.0149	0.0149	0.1226	0.0715	0.1941	0	0.0183	0.006	0.165	0.221	2.64	6	1	1	1	5.0368	0.081091	0	5.1178	0.016202	0.0071747	0	0.023377	0	2.247079	1.45644	0.387861	0.57501	0.240194	0.084335	0.045834	0.081091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001176	0.002313	0.001368	0.003548	0.003115	0.002355	0.002327	0.007175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100416T0444Z_047_EVENT_CAST	Tara_oceans	sbe9_rosette	47	tara_sbe_9C_100416_01	4/16/10 4:43	-2.0465	72.1568	9	30	28.861	29.1844	58.063373	35.3877	29.1773	22.2959	191.767	191.767	0.841305	0.0072	0.040949	0.000369	0.00013	7.70E-05	-0.000162	0.000901	1.1	0.005227	0.017885	0.0027	0.0041	0	0.002	0	0.0019	0.0011	0	0	0	0.0091	0.0014	0	0	0.0705	0	7.00E-04	0	0.0057	0.0057	0.0746	0.0417	0.1162	0	0.0121	0.006	0.137	0.053	2.32	6	1	1	1	3.3498	0.035912	0	3.3857	0.011066	0.0036124	0	0.014679	0	1.388275	1.087277	0.079277	0.541126	0.141829	0.112045	0	0.035912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727	0.001747	0.00028	0.003503	0.001909	0.002901	0	0.003612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100416T0444Z_047_EVENT_CAST	Tara_oceans	sbe9_rosette	47	tara_sbe_9C_100416_01	4/16/10 4:43	-2.0465	72.1568	10	5	3.828	30.1798	58.416987	34.9095	30.1788	21.5972	187.393	187.393	1.085141	0	0	0.000358	0.000119	6.60E-05	-0.000173	0.000824	1.3125	-0.002169	0.010489	0	0	0	0	0	7.00E-04	7.00E-04	0	0	0	0	0.0021	0	0	0.0729	0	6.00E-04	0	0	0	0.0408	0.0195	0.0603	0	0.0073	0.001	0.093	0.018	2.284	6	1	1	1	1.2143	0	0	1.2143	0.0035501	0	0	0.0035501	0	0.531172	0.369924	0.027203	0.212986	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278	0.000592	9.60E-05	0.001428	0.001156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	1	30	28.756	27.5847	58.029902	36.5812	27.5779	23.7222	191.999	191.999	-0.199435	0.0222	0.091086	0.000441	0.000201	0.000142	-9.90E-05	0.001387	1.1	0.067589	0.060063	0.0033	0.005	0	0.0022	0	0.0018	0.0011	0	0	0	0.0103	0.0017	0	0	0.083	0	0.0015	0	0.0075	0.0075	0.0831	0.0649	0.148	0	0.0115	NA	0.235	0.035	1.19	0	1	1	1	17.1452	0.77719	0.056022	17.9784	0.1501	0.17443	0.12552	0.45005	0	3.820827	4.293823	1.611966	3.087599	2.127433	1.269841	0.933707	0.287294	0.320128	0.169765	0	0.028011	0.028011	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.007233	0.005684	0.022155	0.030782	0.035351	0.0469	0.029991	0.073497	0.070943	0	0.036898	0.088621	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	2	29	27.5175	27.61	57.946283	36.5058	27.6036	23.6587	191.771	191.771	-0.276594	0.015	0.068955	0.000441	0.000201	0.000142	-9.90E-05	0.001388	1.2525	0.067589	0.060063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.199	1.2568	0.28219	20.738	0.18849	0.26298	0.50484	0.95631	0	4.052433	4.655225	1.833648	3.318078	2.350682	1.627416	1.361468	0.585894	0.393491	0.27744	0.127088	0.068472	0.068472	0.018155	0	0	0	0	0	0	0	0	0	0	0	0.002121	0.007719	0.006466	0.022496	0.035391	0.043749	0.070543	0.062024	0.088613	0.112343	0.102074	0.105459	0.203271	0.094041	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	3	28	26.809	27.5991	57.860017	36.4488	27.5928	23.6176	191.824	191.824	-0.591662	0.0222	0.091086	0.000441	0.000201	0.000142	-9.90E-05	0.001388	1.2525	0.068638	0.061112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.199	1.2568	0.28219	20.738	0.18849	0.26298	0.50484	0.95631	0	4.052433	4.655225	1.833648	3.318078	2.350682	1.627416	1.361468	0.585894	0.393491	0.27744	0.127088	0.068472	0.068472	0.018155	0	0	0	0	0	0	0	0	0	0	0	0.002121	0.007719	0.006466	0.022496	0.035391	0.043749	0.070543	0.062024	0.088613	0.112343	0.102074	0.105459	0.203271	0.094041	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	4	27	25.847	27.5882	57.778265	36.4003	27.5822	23.5848	191.722	191.722	0.115634	0.0222	0.091086	0.000441	0.000201	0.000142	-9.90E-05	0.001388	1.2525	0.069687	0.062161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.199	1.2568	0.28219	20.738	0.18849	0.26298	0.50484	0.95631	0	4.052433	4.655225	1.833648	3.318078	2.350682	1.627416	1.361468	0.585894	0.393491	0.27744	0.127088	0.068472	0.068472	0.018155	0	0	0	0	0	0	0	0	0	0	0	0.002121	0.007719	0.006466	0.022496	0.035391	0.043749	0.070543	0.062024	0.088613	0.112343	0.102074	0.105459	0.203271	0.094041	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	5	26	24.812	27.5803	57.713356	36.3608	27.57445	23.55765	192.353	192.353	-0.257304	0.0222	0.091086	0.000429	0.000188	0.000129	-0.000111	0.001302	1.2225	0.072923	0.065397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.199	1.2568	0.28219	20.738	0.18849	0.26298	0.50484	0.95631	0	4.052433	4.655225	1.833648	3.318078	2.350682	1.627416	1.361468	0.585894	0.393491	0.27744	0.127088	0.068472	0.068472	0.018155	0	0	0	0	0	0	0	0	0	0	0	0.002121	0.007719	0.006466	0.022496	0.035391	0.043749	0.070543	0.062024	0.088613	0.112343	0.102074	0.105459	0.203271	0.094041	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	6	25	23.9645	27.5801	57.665938	36.3278	27.57445	23.53285	191.5965	191.5965	-0.315174	0.0222	0.091086	0.000441	0.000201	0.000142	-9.90E-05	0.001389	1.2525	0.073973	0.066447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2527	1.7365	0.50835	23.4975	0.22687	0.35153	0.88417	1.4626	0	4.28404	5.016627	2.055329	3.548557	2.573932	1.984992	1.789229	0.884494	0.466853	0.385115	0.254176	0.108932	0.108932	0.036311	0	0	0	0	0	0	0	0	0	0	0	0.002242	0.008206	0.007247	0.022838	0.04	0.052147	0.094186	0.094056	0.103728	0.153742	0.204148	0.17402	0.31792	0.188082	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	7	24	22.902	27.5808	57.62979	36.3013	27.5754	23.5125	191.32	191.32	0.154214	0.0222	0.091086	0.000429	0.000188	0.000129	-0.000111	0.001302	1.2225	0.075024	0.067498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2407	1.6961	0.302	25.2388	0.27347	0.31961	0.54595	1.139	0	4.181882	5.35573	2.076635	4.002443	2.724713	2.618512	2.280818	0.902093	0.438387	0.355594	0.151	0.066422	0.054466	0.030111	0	0	0	0	0	0	0	0	0	0	0	0.002189	0.008865	0.007323	0.026596	0.041296	0.070375	0.116829	0.091329	0.091518	0.136762	0.122347	0.104726	0.15896	0.159917	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	8	23	22.0445	27.5604	57.582112	36.28385	27.5552	23.5059	192.0405	192.0405	-0.11906	0.015	0.068955	0.000429	0.000188	0.000129	-0.000111	0.001302	1.2825	0.076075	0.068549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2407	1.6961	0.302	25.2388	0.27347	0.31961	0.54595	1.139	0	4.181882	5.35573	2.076635	4.002443	2.724713	2.618512	2.280818	0.902093	0.438387	0.355594	0.151	0.066422	0.054466	0.030111	0	0	0	0	0	0	0	0	0	0	0	0.002189	0.008865	0.007323	0.026596	0.041296	0.070375	0.116829	0.091329	0.091518	0.136762	0.122347	0.104726	0.15896	0.159917	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	9	22	20.991	27.5496	57.519053	36.2474	27.5448	23.4817	192.099	192.099	-0.0419	0.015	0.068955	0.000429	0.000188	0.000129	-0.000111	0.001303	1.2525	0.078264	0.070738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2407	1.6961	0.302	25.2388	0.27347	0.31961	0.54595	1.139	0	4.181882	5.35573	2.076635	4.002443	2.724713	2.618512	2.280818	0.902093	0.438387	0.355594	0.151	0.066422	0.054466	0.030111	0	0	0	0	0	0	0	0	0	0	0	0.002189	0.008865	0.007323	0.026596	0.041296	0.070375	0.116829	0.091329	0.091518	0.136762	0.122347	0.104726	0.15896	0.159917	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0710Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_02	3/22/10 7:07	17.4825	67.9869	10	5	3.736	27.6874	57.626191	36.2229	27.68655	23.4155	192.2785	192.2785	-0.003321	0.015	0.068955	0.000441	0.000201	0.000142	-9.80E-05	0.00139	1.3125	0.083613	0.076087	0.0019	0.003	0	0.0018	0	0.0015	0.0011	0	0	0	0.0066	0.0014	0	0	0.0787	0.0051	0.0014	0	0.0271	0.0271	0.0577	0.1179	0.1756	0	0.0099	0.007	0.27	0.026	1.792	6	1	1	1	61.9103	3.6673	0.21974	65.7974	1.0235	0.59608	0.30494	1.9245	0	6.650119	9.63044	4.066363	12.101235	9.56428	10.637818	9.260076	2.383801	0.79687	0.486611	0.169033	0.033807	0	0.016903	0	0	0	0	0	0	0	0	0	0	0	0.00348	0.016154	0.014339	0.084087	0.145004	0.295155	0.465276	0.231431	0.163743	0.200904	0.155937	0.060343	0	0.088657	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	1	110	108.472	21.45655	50.478723	35.8179	21.4353	24.99685	28.275	28.275	24.179784	0	0	0.00031	7.00E-05	1.10E-05	-0.000229	0.000484	2.29	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.4841	0.32613	0	9.8102	0.060169	0.067183	0	0.12735	0	2.550324	3.158251	0.73354	1.690331	0.599105	0.360604	0.391961	0.130025	0.144886	0.051222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001335	0.005355	0.002587	0.011223	0.008736	0.009924	0.02101	0.014303	0.031964	0.020917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	2	109	107.472	21.5892	50.655549	35.849	21.5681	24.9853	33.071	33.071	24.137989	-0.0072	0	0.00031	7.00E-05	1.10E-05	-0.000229	0.000484	2.35	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5892	0.3758	0	8.9651	0.054458	0.070257	0	0.12472	0	2.414072	2.633779	0.716732	1.537703	0.634959	0.32162	0.330386	0.200895	0.129222	0.045685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263	0.004475	0.002527	0.01039	0.00936	0.008624	0.017819	0.021611	0.030672	0.017974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	3	108	106.312	21.9384	51.125607	35.9384	21.9172	24.9506	34.348	34.348	24.179784	0	0	0.000335	9.40E-05	3.50E-05	-0.000205	0.000651	2.29	0.017722	0.010197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-04	0	0	0	0	0	0	0.0019	0.0019	0	0	0.031	1.998	23.04	13.25	1	1	1	1	8.5892	0.3758	0	8.9651	0.054458	0.070257	0	0.12472	0	2.414072	2.633779	0.716732	1.537703	0.634959	0.32162	0.330386	0.200895	0.129222	0.045685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263	0.004475	0.002527	0.01039	0.00936	0.008624	0.017819	0.021611	0.030672	0.017974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	4	107	105.514	22.0945	51.351705	35.98055	22.07335	24.9424	35.3905	35.3905	23.630022	0	0	0.000322	8.20E-05	2.30E-05	-0.000218	0.000564	2.4425	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5892	0.3758	0	8.9651	0.054458	0.070257	0	0.12472	0	2.414072	2.633779	0.716732	1.537703	0.634959	0.32162	0.330386	0.200895	0.129222	0.045685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263	0.004475	0.002527	0.01039	0.00936	0.008624	0.017819	0.021611	0.030672	0.017974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	5	106	104.378	22.1554	51.433284	35.9955	22.1344	24.9361	36.335	36.335	23.941875	-0.0072	0	0.00031	7.00E-05	1.10E-05	-0.000229	0.000484	2.4125	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5892	0.3758	0	8.9651	0.054458	0.070257	0	0.12472	0	2.414072	2.633779	0.716732	1.537703	0.634959	0.32162	0.330386	0.200895	0.129222	0.045685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263	0.004475	0.002527	0.01039	0.00936	0.008624	0.017819	0.021611	0.030672	0.017974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	6	105	103.363	22.1474	51.407431	35.9813	22.1266	24.928	37.191	37.191	23.276373	0	0	0.000322	8.20E-05	2.30E-05	-0.000218	0.000564	2.4125	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.6944	0.42547	0	8.1199	0.048747	0.073331	0	0.12208	0	2.27782	2.109307	0.699923	1.385075	0.670812	0.282636	0.268811	0.271765	0.113559	0.040147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001192	0.003595	0.002468	0.009557	0.009984	0.007323	0.014628	0.028919	0.02938	0.015032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	7	104	102.6235	22.1526	51.409296	35.9786	22.132	24.9244	37.662	37.662	23.392113	0	0	0.000322	8.20E-05	2.30E-05	-0.000218	0.000564	2.32	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3449	0.27587	0	7.6208	0.044446	0.044898	0	0.089344	0	2.317933	1.928518	0.543892	1.501145	0.515552	0.288904	0.248991	0.176428	0.079369	0.020074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213	0.003308	0.001918	0.010348	0.007695	0.0076	0.012364	0.018893	0.018489	0.007516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	8	103	101.349	22.1636	51.41309	35.97155	22.14325	24.9155	37.206	37.206	23.630022	0	0	0.000322	8.20E-05	2.30E-05	-0.000218	0.000564	2.32	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3449	0.27587	0	7.6208	0.044446	0.044898	0	0.089344	0	2.317933	1.928518	0.543892	1.501145	0.515552	0.288904	0.248991	0.176428	0.079369	0.020074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213	0.003308	0.001918	0.010348	0.007695	0.0076	0.012364	0.018893	0.018489	0.007516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	9	102	100.4195	22.1596	51.390404	35.9585	22.13945	24.907	37.7465	37.7465	23.903295	0	0	0.00031	7.00E-05	1.10E-05	-0.000229	0.000484	2.35	0.017722	0.010197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3449	0.27587	0	7.6208	0.044446	0.044898	0	0.089344	0	2.317933	1.928518	0.543892	1.501145	0.515552	0.288904	0.248991	0.176428	0.079369	0.020074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213	0.003308	0.001918	0.010348	0.007695	0.0076	0.012364	0.018893	0.018489	0.007516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T1313Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_05	3/22/10 13:11	17.4831	68.0026	10	101	99.427	22.1958	51.392505	35.9304	22.1758	24.8753	37.9585	37.9585	22.688032	0	0	0.000322	8.20E-05	2.30E-05	-0.000218	0.000565	2.35	0.018758	0.011232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3449	0.27587	0	7.6208	0.044446	0.044898	0	0.089344	0	2.317933	1.928518	0.543892	1.501145	0.515552	0.288904	0.248991	0.176428	0.079369	0.020074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213	0.003308	0.001918	0.010348	0.007695	0.0076	0.012364	0.018893	0.018489	0.007516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100113T1102Z_033_EVENT_CAST	Tara_oceans	sbe9_rosette	33	tara_sbe_9C_100113_02	1/13/10 10:54	22.1233	38.1983	1	400	396.2155	21.5865	56.598053	40.519	21.5063	28.5594	23.496	23.496	18.136072	0	0	0.000335	8.80E-05	1.50E-05	-0.000231	0.000611	2.1675	0.017929	0.009305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016	1.0915	17.1125	13.907	6	1	1	1	8.7265	0.026186	0	8.7527	0.018757	0.0022143	0	0.020972	0	4.721004	2.674041	0.366106	0.673091	0.18098	0.081699	0.029601	0.026186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002471	0.004436	0.001291	0.00408	0.002719	0.002584	0.001176	0.002214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100113T1102Z_033_EVENT_CAST	Tara_oceans	sbe9_rosette	33	tara_sbe_9C_100113_02	1/13/10 10:54	22.1233	38.1983	2	300	297.0275	21.6407	56.59742	40.5057	21.5805	28.5282	27.7315	27.7315	15.63077	-0.0072	0	0.000335	8.80E-05	1.50E-05	-0.000231	0.000612	2.305	0.018963	0.010339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026	1.114	16.7935	12.6165	1	1	1	1	8.2788	0.051105	0	8.3299	0.01719	0.0062839	0	0.023474	0	4.448811	2.865266	0.266798	0.492767	0.047731	0.075415	0.081973	0.024171	0.026934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002328	0.004466	0.000941	0.003264	0.000642	0.001845	0.003704	0.002044	0.00424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
